GlobalUltimate_Name,Headquarters_Name,BusinessName,Physical_Adr1,Physical_Adr2,Physical_City,Physical_State,Physical_Zip,Physical_Zip4,Country,Telephone
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",4129207845,2,Branch,Not Subsidiary,N,,Not available,875 Greentree Rd Bldg 4
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Tenet Healthcare Corporation,4694509013,1,Branch,Not Subsidiary,N,,Not available,7624 Warren Pkwy
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,704 N Beers St Ste 1
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,9729163200,1,Branch,Not Subsidiary,N,,Not available,4770 Regent Blvd
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",9722980799,2,Branch,Not Subsidiary,N,,Not available,3430 W Whtland Rd Ste 224
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,799 US Highway 287 Unit F
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5107857075,1,Branch,Not Subsidiary,N,,Not available,1 Southland Mall
Ascension Health Alliance,"St. Agnes Healthcare, Inc.","St. Agnes Healthcare, Inc.",4104555294,3,Branch,Not Subsidiary,N,,Not available,6501-D Baltimore Nat Pike
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,1700 Bluegrass Ave
Ascension Health Alliance,Seton Ascension,"Seton Health Plan, Inc.",5123241000,4,single,,N,,Corporation,1201 W 38th St
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,2546 Balltown Rd Ste 104
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2166964688,1,Branch,Not Subsidiary,N,,Not available,601 Erieside Ave
Sutter Health,Sutter Bay Hospitals,Sutter Bay Hospitals,,2,Branch,Not Subsidiary,N,,Not available,2395 Sacramento St
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,,3,Branch,Not Subsidiary,N,,Not available,2783 Ridley Ln
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,,3,Branch,Not Subsidiary,N,,Not available,422 S Ross Point Rd
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,,3,Branch,Not Subsidiary,N,,Not available,16 Clark Cir
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,,3,Branch,Not Subsidiary,N,,Not available,260 Hunter Station Rd
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,3018454812,3,Branch,Not Subsidiary,N,,Not available,207 Oakmanor Way
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc (de)",,2,Branch,Not Subsidiary,N,,Not available,904 Middlecreek St
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",,2,Branch,Not Subsidiary,N,,Not available,260 Elm St
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,14475 John Humphrey Dr # 100
Ascension Health Alliance,Alexian Brothers Health System,Alexian Brothers Health System,,3,Branch,Not Subsidiary,N,,Not available,25 E Schaumburg Rd # 101
Tenet Healthcare Corporation,"Brookwood Health Services, Inc.","Brookwood Health Services, Inc",,3,Branch,Not Subsidiary,,,Not available,500 Amphitheater Rd
Advocate Aurora Health Inc.,Advocate Health Care Network,Advocate Health Care Network,7732488644,2,Branch,Not Subsidiary,N,,Not available,1045 W Belmont Ave
Tenet Healthcare Corporation,"Camp Creek Urgent Care, L.L.C.","Camp Creek Urgent Care, L.L.C.",5624304138,2,Branch,Not Subsidiary,N,,Not available,3851 Katella Ave Ste 100
Advocate Aurora Health Inc.,"Aurora Medical Group, Inc.","Aurora Medical Group, Inc.",2622495000,3,Branch,Not Subsidiary,N,,Not available,146 E Geneva Sq
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,,3,Branch,Not Subsidiary,N,,Not available,5720 Uptain Rd Ste 3000
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"BT East Dallas Jv, LLC",2143246300,2,single,,N,,Not available,9440 Poppy Dr
Ascension Health Alliance,Seton Ascension,Seton Cove,5124510272,4,single,,N,,Corporation,3708 Crawford St
Ascension Health Alliance,Ascension Health,Ascension Health,,2,Branch,Not Subsidiary,N,,Not available,17141 Kercheval Ave
Banner Health,Banner Health,Banner Health,,1,Branch,Not Subsidiary,N,,Not available,1470 W Tonto St
Banner Health,Banner Health,Banner Health,,1,Branch,Not Subsidiary,N,,Not available,4150 E Main St
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Baptist Surgery Center, L.P.",,2,single,,N,,Not available,2000 Church St
Tenet Healthcare Corporation,First Choice Physician Partners,First Choice Physician Partners,7602281813,2,Branch,Not Subsidiary,N,,Not available,58457 29 Palms Hwy # 200
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,Y,,Not available,143 S Lincoln Ave Ste L
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,4059424462,3,Branch,Not Subsidiary,N,,Not available,3030 NW Expwy Ste 705
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,9900 Lake Forest Blvd J
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,6094060900,1,Branch,Not Subsidiary,N,,Not available,795 Parkway Ave Ste A7
Quest Diagnostics Incorporated,"Examone World Wide, Inc.","Examone World Wide, Inc.",5183801877,3,Branch,Not Subsidiary,N,,Not available,950 New Loudon Rd Ste 100
Genesis Health System,Genesis Medical Center,Genesis Medical Center,3097641880,2,Branch,Not Subsidiary,N,,Not available,2350 41st St
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Eye Center of Nashville Uap, LLC",,2,single,,N,,Not available,310 25th Ave N Ste 105
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.","Quest Diagnostics Clinical Laboratories, Inc.",,2,Branch,Not Subsidiary,N,,Not available,1109 Med Ctr Dr Ste 2a
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",8477463752,2,Branch,Not Subsidiary,N,,Not available,3115 Lewis Ave
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Templeton Imaging Inc,8054341491,2,single,,N,,Corporation,262 Posada Ln Ste C
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Baptist Physician Alliance Aco LLC,2057155901,2,single,,N,,Not available,1130 22nd St S Ste 1000
Tenet Healthcare Corporation,"Tenet Healthsystem Medical, Inc.","Tenet Healthsystem Medical, Inc",,2,Branch,Not Subsidiary,N,,Not available,3101 N Central Ave # 400
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,8452790658,1,Branch,Not Subsidiary,N,,Not available,667 Stoneleigh Ave # 115
Ascension Health Alliance,St. John Hospital and Medical Center,St. John Hospital and Medical Center,,4,Branch,Not Subsidiary,N,,Not available,43800 Garfield Rd Ste 101
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Baptist Women's Health Center LLC,6152845555,2,single,,N,,Partnership of Unknown,2011 Murphy Ave Ste 400
Ascension Health Alliance,"Ascension Via Christi Hospital Pittsburg, Inc","Ascension Via Christi Hospital Pittsburg, Inc",6202313088,2,Branch,Not Subsidiary,N,,Not available,3 Medical Ctr Cir Ste B
Advocate Aurora Health Inc.,Advocate Health and Hospitals Corporation,Advocate Health and Hospitals Corporation,7086848000,3,Branch,Not Subsidiary,N,,Not available,4440 W 95th St
Advocate Aurora Health Inc.,"Visiting Nurse Association of Wisconsin, Inc.","Visiting Nurse Association of Wisconsin, Inc.",9204592621,3,Branch,Not Subsidiary,N,,Not available,509 Superior Ave
Banner Health,Banner Health,Banner Health,,1,Branch,Not Subsidiary,N,,Not available,2600 E Southern Ave B2
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2256442422,1,Branch,Not Subsidiary,N,,Not available,1425 S Purpera Ave
New York University,Nyu Langone Hospitals,Nyu Langone Hospitals,2127256300,2,Branch,Not Subsidiary,N,,Not available,317 E 34th St FL 3
Tenet Healthcare Corporation,"Tenet Healthsystem Medical, Inc.","Tenet Healthsystem Medical, Inc.",,2,Branch,Not Subsidiary,N,,Not available,724 Truman Ave
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,730 Highland Oaks Dr
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,4053599956,1,Branch,Not Subsidiary,N,,Not available,3824 S Boulevard Ste 150
Baylor Scott & White Health,Baylor Scott & White Health,Baylor Scott & White Health,4695469859,1,Branch,Not Subsidiary,N,,Not available,3700 W 15th St Ste 200a
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5138454558,1,Branch,Not Subsidiary,N,,Not available,620 Ring Rd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,8564149221,1,Branch,Not Subsidiary,N,,Not available,1040 Kings Hwy N Ste 102
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,6103841894,1,Branch,Not Subsidiary,N,,Not available,3301 Lincoln Hwy
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,6109668210,2,Branch,Not Subsidiary,N,,Not available,111 E Harrison St Ste 3
Catholic Health Initiatives,Catholic Health Initiatives,Catholic Health Initiatives,6148713047,1,Branch,Not Subsidiary,N,,Not available,2160 Southwest Blvd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,8666978378,1,Branch,Not Subsidiary,N,,Not available,4381 S Ferdon Blvd Ste 5
Quest Diagnostics Incorporated,"Quest Diagnostics Clinical Laboratories, Inc.",Quest Diagnostics De Puerto Rico,7874742900,3,single,,N,,Corporation,54 Carr 865
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",4144222180,2,Branch,Not Subsidiary,N,,Not available,S74w16775 Janesville Rd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,5597381961,1,Branch,Not Subsidiary,N,,Not available,131 S Tamarack St Ste B
Advocate Aurora Health Inc.,"Aurora Health Care, Inc.","Aurora Health Care, Inc.",4143287788,2,Branch,Not Subsidiary,N,,Not available,4202 W Oakwood Park CT
Tenet Healthcare Corporation,The Mac Neal Memorial Hospital Association,The Mac Neal Memorial Hospital Association,,3,Branch,Not Subsidiary,N,,Not available,3249 Oak Park Ave
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,520 Franklin Ave Ste 104
Advocate Aurora Health Inc.,Advocate Health Care Network,Advocate Health Care Network,8476589555,2,Branch,Not Subsidiary,N,,Not available,4016 Townsfair Way # 200
Ascension Health Alliance,Presence Legacy Association,Presence Legacy Association,6303772211,2,Branch,Not Subsidiary,Y,,Not available,611 Allen Ln
Catholic Health Initiatives,"Trihealth, Inc.","Hospice of Cincinnati, Incorporated",5138917700,3,Headquarters,,N,,Corporation,4360 Cooper Rd Ste 300
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,680 N Lk Shr Dr Ste 907
Tenet Healthcare Corporation,"Vanguard Health Systems, Inc.","Vanguard Health Systems, Inc.",6028243737,2,Branch,Not Subsidiary,N,,Not available,7878 N 16th St Ste 110
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,1 Northwestern Dr Ste 303
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,2129884774,1,Branch,Not Subsidiary,N,,Not available,66 E 86th St
Ascension Health Alliance,Presence Legacy Association,Presence Legacy Association,7736653000,2,Branch,Not Subsidiary,N,,Not available,2900 N Lake Shore Dr
Quest Diagnostics Incorporated,Holmes Hooper Inc,Holmes Hooper Inc,3027982233,3,Branch,Not Subsidiary,N,,Not available,711 Darley Rd
Ascension Health Alliance,Presence Legacy Association,Presence Legacy Association,8158777416,2,Branch,Not Subsidiary,N,,Not available,3330 Maria Linden Dr
Tenet Healthcare Corporation,"United Surgical Partners International, Inc.","United Surgical Partners International, Inc.",,5,Branch,Not Subsidiary,N,,Not available,3534 Vista Rd
Tenet Healthcare Corporation,Tenet Healthcare Corporation,"Grapevine Surgicare Partners, Ltd.",8174104300,2,single,,N,,Partnership of Unknown,2040 W State Highway 114
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,2500 Ridge Ave Ste 211b
Quest Diagnostics Incorporated,"Ameripath, Inc.",Chappell-Joyce Pathology Association PA,,4,single,,N,,Corporation,5405 Plaza Dr
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,8187387824,2,Branch,Not Subsidiary,N,,Not available,12626 Rverside Dr Ste 511
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,8184665490,2,Branch,Not Subsidiary,N,,Not available,7789 Foothill Blvd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,2,Branch,Not Subsidiary,N,,Not available,1600 W College St
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,8129323225,1,Branch,Not Subsidiary,N,,Not available,20 Alpine Dr
Tenet Healthcare Corporation,"Carespot of Austin, LLC","Carespot of Austin, LLC",9044068240,6,Branch,Not Subsidiary,N,,Not available,1708 Blanding Blvd
Quest Diagnostics Incorporated,"Examone World Wide, Inc.","Examone World Wide, Inc.",,3,Branch,Not Subsidiary,N,,Not available,10722 Carmel Commons Blvd # 430
Ascension Health Alliance,Ascension Health Alliance,Ascension Health Alliance,2694450771,1,Branch,Not Subsidiary,N,,Not available,117 S Broadway St
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Tenet Healthcare Corporation,2145920013,1,Branch,Not Subsidiary,N,,Not available,6700 Vrginia Pkwy Ste 300
Baylor Scott & White Health,Healthtexas Provider Network,Healthtexas Provider Network,,3,Branch,Not Subsidiary,N,,Not available,1110 Cottonwood Ln
Sutter Health,Sutter Health,Sutter Santa Rosa Regional Hospital,7075764000,2,Headquarters,,N,,Corporation,30 Mark West Springs Rd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,1469 S Holly St
Banner Health,Banner Health,Banner Health,9706694640,1,Branch,Not Subsidiary,N,,Not available,2000 Boise Ave
Banner Health,Banner Health,Torrington Medical Group Inc,3075324131,2,single,,N,,Corporation,625 Albany Ave
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,1919 S 40th St Ste 333
New York University,New York University,New York University,2129925800,1,Branch,Not Subsidiary,N,,Not available,1 E 78th St
Tenet Healthcare Corporation,"Tenet Healthsystem Medical, Inc.","Tenet Healthsystem Medical, Inc",,2,Branch,Not Subsidiary,N,,Not available,1000 Corporate Center Dr
Baylor Scott & White Health,Healthtexas Provider Network,Healthtexas Provider Network,9725247396,3,Branch,Not Subsidiary,N,,Not available,200 N Virginia St
Sutter Health,Suttercare Corporation,Suttercare Corporation,6506965400,2,Branch,Not Subsidiary,N,,Not available,570 Willow Rd
Tenet Healthcare Corporation,Tenet Healthcare Corporation,Syndicated Office Systems Inc,9723356119,2,Headquarters,,N,,Corporation,1500 S Douglass St
Ascension Health Alliance,Alexian Brothers Health System,St. Alexius Medical Center,8478849800,4,single,,N,,Corporation,1555 Barrington Rd Bldg 1
Ascension Health Alliance,Genesys Health System,"Hillside Center, LLC",,4,single,,N,,Corporation,8435 Holly Rd
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,6369316717,1,Branch,Not Subsidiary,N,,Not available,1463 US Highway 61 Ste A
Ascension Health Alliance,Ascension Health,Ascension Health,,2,Branch,Not Subsidiary,N,,Not available,1201 Oak St
Ascension Health Alliance,Ascension Health,Ascension Health,,2,Branch,Not Subsidiary,N,,Not available,1258 Oak St
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,,1,Branch,Not Subsidiary,N,,Not available,814 Tyvola Rd Ste 115
Tenet Healthcare Corporation,"United Surgical Partners International, Inc.","Doctors Outpatient Surgicenter, Inc",7139470330,6,single,,N,,Corporation,3534 Vista Rd
Quest Diagnostics Incorporated,"Ameripath, Inc.","Ameripath, Inc.",2128896225,3,Branch,Not Subsidiary,N,,Not available,145 E 32nd St FL 10
Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,3014747726,1,Branch,Not Subsidiary,N,,Not available,6201 Greenbelt Rd Ste M3
Quest Diagnostics Incorporated,Unilab Corporation,Unilab Corporation,,2,Branch,Not Subsidiary,N,,Not available,770 Welch Rd Ste 181
Ascension Health Alliance,Ascension Health,Ascension Health,,2,Branch,Not Subsidiary,N,,Not available,57850 Van Dyke Rd
Banner Health,Sonora Quest Laboratories Llc.,Sonora Quest Laboratories Llc.,9282970377,3,Branch,Not Subsidiary,N,,Not available,702 W Hopi Dr
Banner Health,Banner Health,Banner Health,3075328758,1,Branch,Not Subsidiary,N,,Not available,2000 Campbell Dr
